tweet,original_sentiment
@gamentio2 @india4contests @ContestHandle @thefreejinn @Contest_Alert @ContestsInIndia @Contest_Hub @Contesttable @ContestAlert_ @contest_world @ContestMela @PritiNivoriya @pari0275 @sengodan4 @VHetal @godsowntalk @AbhishekIPLFeak @Sanjiv_34 @misty_basu @,Positive
Eight Employees at 2 Separate Grocery Store Locations Test Positive For COVID 19 In 7 staff at the 9200 Weston Road location and 1 staff at the 2810 Major Mackenzie Drive location,Positive
"Not suggesting everything this guy says is accurate. Just thought some things he mentioned were interesting. Some food for thought on what is really going on. #COVID-19 #Panic Merchants: Lies, Conspiracies, and Statistics (Oh, and Sc... https://t.co/6E5G7DFe8f via #videos",Neutral
Boston Fed's Rosengren Sees COVID-19 Impacting Office Prices and Demand https://t.co/SeKVyjqtFv https://t.co/lYMCMF6VAH,Negative
Top health official warns against going to grocery store 'every day' as #US #coronavirus cases soar ??  https://t.co/KymZ73152n,Positive
COVID-19: Oil Prices Plunge Deeper As Doubts Grow Over Output Cut Deal-https://t.co/OecECPZQtO https://t.co/EP5xojpXZQ,Negative
"?Toronto Real Estate Market Amid COVID19! Prices were UP 14.5%!WHY?April 2020

The CoronaVirus effect on Toronto's real estate market was huge! We'll see the perfect image in the months to come.

?Read more at ?in Bio??or ???

https://t.co/7ZLCq3FQLy

#toronto #coronavirus https://t.co/DkId1hlgYj",Extremely Positive
The supermarket I usually go to has been closed for three days because one of their staff was confirmed to have COVID-19. Shit.,Negative
White House #COVID19 Coordinator: Don't Go To #Grocery Or Drug Store Ã¢ÂÂ Deadline https://t.co/govDwL6vwt #coronavirus #CoronaVtj https://t.co/PFUSEZha3Z,Neutral
Dropping Soon! #Germ #Assassin #Citrus #Blast #Hand #Sanitizer #Spray | #besafe #behealthy #covid #coronavirus #texasbeardsman @ Texas https://t.co/Zv6x24uC7f,Neutral
#Grocery workers are beginning to die of #coronavirus reports @washpost https://t.co/XuOcQLZZHg,Negative
All non-essential businesses must follow Government guidance and close during the #coronavirus outbreak. Report non-essential businesses that remain open and anyone who exploits the outbreak by selling products at very high prices at https://t.co/2NLqKOoHnI https://t.co/VbZpEwSJeD,Negative
#InfectiousDisease expert @PeterHotez on why federal officials responding to #Coronavirus this week in such dire terms - response coordinator even says to avoid pharmacy and grocery store this week https://t.co/bjOeiyw2GF,Extremely Negative
What Everyone's Getting Wrong About the Toilet Paper Shortage by @WillOremus in @MRKR https://t.co/Mf8mixeVXi #coronavirus #toiletpaper #COVID19,Extremely Negative
"SYDNEY (Reuters) - Oil prices skidded on Monday after Saudi-Russian negotiations to cut output were delayed, keeping oversupplyconcerns alive, while stocks jumped as investors were encouraged by a slowdown in coronavirus-related deaths and  #coronavirus #C https://t.co/J7tF2jOfVG https://t.co/pvZ0p7IRzp",Positive
I bloody love Jamie Oliver's Keep Cooking and Carry On because he says you can substitute ingredients for ones you do have in the cupboard. I made his Aubergine Curry Dal with Herby Flatbreads tonight. https://t.co/kYvOnE2LFv,Positive
"BREAKING NEWS 

 

Kaduna State Government has reviewed  the restriction of movement which was imposed to check the spread of #COVID19, to enable people to stock up food and other essentials



Curfew restricted every Tuesday and Wednesday 



| #CoronaVirus | #Covid19 https://t.co/nRLNakv7Ql",Extremely Negative
Veros' #VeroFORECAST Predicts Sharp Decline in U.S. #HomePrice Appreciation Rates Due to #COVID19 Pandemic:  https://t.co/DpaepIlaE1 https://t.co/96VeGst1sL,Positive
"? #RetailNews

#Lowe's, #Target Begin Metering #CustomerTraffic To Assist With #SocialDistancing

?https://t.co/mx0CvWESMD



#Retail #Strategy #Innovation #Technology #Customerexperience #ConsumerBehavior #Retailtech #Contapersone #PeopleCounting #Footfall

by @RTouchPoints",Neutral
"""Now those Covid-19 infected nations are having to buy it back at often highly inflated prices, according to various reports, handing the Chinese a diplomatic if not commercial coup as they dictate where supplies of essential life-saving equipment is and isn't shipped.""",Negative
"Home Value Trends for

Gilbert, Arizona

Avg per Sq Ft: $182.64

Avg Home Price: $388,622.

COVID-19 impact... The number of people buying a home has dropped, but the number of sellers listing has also dropped, so housing inventory remains very low. Home prices remain strong so far. https://t.co/HdkuveSYSX",Positive
"Grocery Store Workers ARE HEROES! #Covid_19 #coronavirus #StayAtHome #CoronavirusPandemic #CoronavirusOutbreak 

#Chicago #NewYork #NewYorkCity 

#America https://t.co/exc7oXcckb",Extremely Positive
"#Reshoring Was at Record Levels in 2018. Is It Enough? #COVID2019 global pandemic 



Corporate tax, regulatory cuts, rising wages, prices in #China + increased recognition of total cost of #offshoring contributed to the shift. #MakeChinaPay #ReshoringUSA  https://t.co/HswjfecvRM",Neutral
"#USA #WashingtonDC #Coronavirus



US President Donald Trump (73) does not rule out imposing tariffs on oil imports if prices do not stabilize.",Positive
No one absolutely no one yey ndithi verily I say so no one with a R120 budget is buying chicken breast for R83 https://t.co/itybiaZSq2,Extremely Negative
@Jaisans @JamesRider3 @AanthanurDC @doom37455413 @ILuvCO2 @Andrewemcameron @geoffmprice @ElectroPig @glinch72 @IngersolRobert @AgtRigor @Bitakarma @AtomsksSanakan @DevinNunesGoat1 @Article3S @Jamz129 @rm_simmons @RustyAway @JosephsEddy @MikeH_MapleGrov @i,Neutral
"First you tell people not to panic buy because there's enough supply, government plan...



Now, a day before this ""circuit breaker"" period, you come out and say this. So are you saying those that stockpiled were right to do so? https://t.co/jLMhxpanTe",Positive
"#Covid_19  Power rankings



Up:

Asexuals 

Homeschoolers

Supermarket owners 



Down:

Food Service Employees

Social butterflies 

Prostitutes",Neutral
"STAY YA ASS IN THE MOTHER FUCKING HOUSE. 



No grocery store runs. No pharmacy runs. Nothing other than emergencies. 



Also, fuck ya evangelical bullshit, fuck ya orthodox judaism bullshit. Fuck it. For Fuck's sake. 



#Covid_19 

#StayAtHome https://t.co/p91jS4NQg8",Extremely Negative
So I just seen @BBCBreaking #Covid_19 talking about investing millions in bringing British staranded abroad back to the Uk but flight prices are thousands and people can't afford them so where had you 75 million gone @BorisJohnson @ConHome #strandedbrits #bringflightsback #help,Neutral
"COVID-19 Prevention Tips



Ask a Doctor Now ÃÂ» https://t.co/Iz5p8QKvcH



#COVID19 #StayHome #SocialDistancing #Coronavirus #virus #icliniq100hrs #life #handwash #sanitizer https://t.co/ze2GsYKXRX",Neutral
How Will the COVID-19 Crisis Affect the Gold Prices? https://t.co/78DHm0v2mM @SunshineProfits #gold,Extremely Negative
"Field Gold Prices in Africa are down 30 to 50%; Latin America down 50%; Asia, to date, is more resilient with prices unchanged or down 10%. Pre- and Post- COVD-19 prices collected from field sites are presented. 

https://t.co/PfN91winfJ



#artisanal #gold #mining #COVID19",Neutral
"#dgoc announces little to no impact from covid 19, low operating costs & robust hedging strategy mitigate impact of low commodity prices & underpin cashflow, profits & divs",Neutral
Also I'm Linking 1 Nigga A Day If That If You Would Like To Be Selected ...  Cash Is King  #CoronavirusNewYork #coronavirus  #Covid_19  Make Sure You Got That Hans Sanitizer 70% Alcohol Or Better Anything Else Is Trash ?,Extremely Positive
Household Products That #Destroy Novel #Coronavirus - Consumer Reports - https://t.co/KymPtvyTfc,Positive
"Congress urges the Narendra Modi government to share profits from low crude oil prices with people during the coronavirus lockdown, reports PTI. https://t.co/IFcheLcA6w",Negative
"Carbon taxes and Lower Loonie, it's Not just COVID-19: Grocery prices start to rise as cost increases take hold, Vancouver Sun misses the mark! https://t.co/u27G2q7E5j",Negative
Thank you Grocery Store Workers #EssentialWorkers #Covid19 #Coronavirus https://t.co/PTWe5xjPEN,Positive
"The telegram, specifically ordered the monitoring of the dissemination of hoaxes surrounding COVID19 pandemic, defamation of the President & government officials & online shopping scams related to the selling of protective gear, masks and hand sanitizer. 

https://t.co/waQC2RcodU",Negative
"Coinspeaker Dow Futures Gain Over 800 Points, Global Stock Prices Rise on New Positive COVID-19 NumbersAs there finally appeared some positive news about t...Read more: https://t.co/c1dMVHnuCE",Extremely Positive
Checkers at East Rand Retail Park opposite East Rand Mall has been shutdown after a staff member tested positive for COVID 19 Self isolation is being encouraged for those who have been at the store in the past 14 days,Positive
COVID 19 Why hoarding supplies is human nature according to a psychologist,Neutral
At tonight s White House briefing infectious disease expert Dr Deborah Birx says families should consolidate trips to the grocery store and try to go maybe once every two weeks only sending one person instead of entire family if possible,Neutral
"President Todd Lewis says farmers are worried about lower prices and reduced cash flow as well as availability of farm inputs at seeding.



Read more: https://t.co/s68AghBHCa



#Saskag #APAS #COVID19SK",Negative
Zac Alley says he has no idea how he contracted covid-19. He says the only place he had visited was the grocery store.,Negative
Cutting Through the Clutter Understanding Your Options to Navigate Your Business During the Pandemic Webinar Join ChiBizHub and Chicago Business Affairs amp Consumer Protection to discover all the resources to help your businesses manage through COVID 19 and beyond,Positive
TODAY Join Gies Business professor Carlos Torelli for his upcoming webinar titled Consumer Behavior in the Global Marketplace in the Time of When April 7 2020 1pm CST Register,Positive
"?

?

?FEDERAL TRADE COMMISSION?



?SOCIAL SECURITY ADMINISTRATION?



?PLEASE SHARE THIS WITH EVERYONE ON ALL YOUR SOCIAL MEDIA PLATFORMS?



MARK ALLEN SOVA

NSA CRYPTOLOGIST ANALYST MATHEMATICIAN

@77MARKALLENSOVA



?Avoiding SSA scams during COVID-19?

 https://t.co/XLbhrYETnm",Positive
Determined to Help The Jane B Gearhart Full Circle Food Pantry has seen demand triple with the COVID 19 crisis and is welcoming donations   gt,Positive
@MarilynLavala @77MARKALLENSOVA @kay89266490 @Consofcooking1 @MountainAjax @MsDayglo @ruxcytbl @McginnKeven @Schanette55 @davidf4444 @dvorakfilms @WhimsicalMeToo @HorseShort @RosaleeAdams @establishmentno @freedom_gal @atlantis000000 @__CassidyRae__ @Jane,Neutral
Want to say thank you to our grocery store workers Thank you to our doctors and nurses Thank you to all of our essential workers 19,Extremely Positive
outbreak A 20 mkg shortfall at last year s unit prices would translate into a trade deficit of more than 64 million Avishek reports,Negative
07 04 20 PRESS RELEASE COVID   19 Prices Soar for Local Vegetables,Neutral
"Why Does Covid-19 Make Some People So Sick? Ask Their DNA



Consumer genomics company 23andMe wants to mine its database of millions of customers for clues to why the virus hits some people harder than others. https://t.co/9BuoMp5uR6",Extremely Negative
It would take a year before heavy discounts in housing prices appear in because real estate is not a liquid asset says via But the drops are coming,Negative
The collective response to the pandemic from panic buying at grocery stores to restaurant closures is bound to inflate the amount of food waste food loss experts say at a time when food insecurity is on the rise,Extremely Negative
Fool Journalist to Pres Trump at WH Briefing Who should be held responsible if someone gets during Wisconsin voting today WTH   Does she hold a Grocery Store patron responsible if someone gets A Pharmacy A Gas Station How do you prove  ,Negative
"Shoppers Tackle Man Who Allegedly Coughed, Spit on Food Inside Store https://t.co/biV389PKEb via @BreitbartNews #coronavirus #COVID19",Neutral
Kaduna State Task Force on Covid 19 led by the Deputy Governor Sabuwa Balarabe today met with representatives of dealers traders of food and other essential items in Sheik Gumi market to address the wanton hike on the prices of food items at this critical period,Negative
Consider the Possibility That Trump Is Right On China What is there to consider He is right on lied about They had citizens and companies buy up supplies around the world to drive up prices They nationalized US foreign factories,Negative
I can t say this enough The true heroes in all this are the essential workers who are keeping us going in this challenging time To first responders delivery people truckers pharmacists grocery store employees amp everyone keeping supply chains running THANK YOU 19,Extremely Positive
@drharshvardhan @PMOIndia @narendramodi @aajtak @WHOSEARO @WHO @htTweets @BBCHindi @ANI @AmitShah Resp. All Covid19 kits are available with someone @Rs.4800 and 50 test can be done approved by ICMR. Why Govt. Fixed rs.4500 per test when 50  test can be do,Positive
"As the COVID-19 shutdown costs Oregonians their livelihoods, nonprofits that provide food are seeing a dramatic surge in demand.



The Oregon Food Bank says it could start running short on supplies as soon as two weeks from now. @rachelamonahan reports. https://t.co/rBdZEWqJaC",Positive
THE QUARANTINE SERIES 21 Things You Should Not Do At Home to Stay Healthy Do not forget to keep soap or sanitizer at home MoPNG,Positive
It is heartbreaking that grocery workers are beginning to die of Employers need to be offering more than condolences and provide paid sick leave and the proper equipment for these workers on the front lines,Extremely Negative
